Total Label: 5065


Location			Name								Type
803d4b94			GS_CurrentMaterialAmbient								Data Label
8012d8d8			PolarGuardAnim								Data Label
80302990			TempAnim								Data Label
803d2c00			TORNSeekTiltXTimeZero								Data Label
803d4c48			qS1								Data Label
803d5714			@122								Data Label
803d4010			idTmp								Data Label
803d494c			TestLocatorIndx								Data Label
803d4b20			NuLgtArcV1								Data Label
803d5818			@157								Data Label
802149c4			fontTexObj								Data Label
803d3d38			dynamicWaterVelocitySourceTex								Data Label
803d45c8			hubleveltext_i								Data Label
803d459c			probeon								Data Label
803d23e0			logos_played								Data Label
803d2844			GLASSPLAYER								Data Label
803d4860			WBIntroTweenTimer								Data Label
80143ae8			tQUIT								Data Label
8012db78			TurtleAnim								Data Label
803d2d6c			WBTween								Data Label
803d44e4			cutworldix								Data Label
803d1cec			CV_LIGHT1_COLOR								Data Label
8010cca0			D3DTEXTUREDIRECTENCODE								Data Label
8012c768			CrashAnim								Data Label
8021c520			__AXBufferAuxB								Data Label
803d58fc			S2								Data Label
8011ed88			D3DTEXTUREDIRECTENCODE								Data Label
803d24ac			tempanim_nextaction								Data Label
803d30b0			freelight								Data Label
803d4680			ChrisBigBossDead								Data Label
803d4098			shdwChanged								Data Label
803d1e0c			matWorld								Data Label
803d5d04			pio2_2t								Data Label
803d5898			Lg1								Data Label
8016688c			@37								Data Label
803029ac			Cursor								Data Label
803d2288			BUGFADETIME								Data Label
80302a2c			GameTimer								Data Label
803d2958			loading								Data Label
803d2af8			RUMBOSSBARSCALEX								Data Label
80324e9c			Font3DRemap								Data Label
801666c8			@70								Data Label
803d285c			NOTERRAINSTOP								Data Label
803d3914			@75								Data Label
803d25c8			wasloadgame								Data Label
803d3888			__mb_cur_max								Data Label
803d2ecc			WBBOSSINTRODIST								Data Label
803d56cc			@177								Data Label
803d2804			stick_bits_db								Data Label
8032bfa8			WInfo								Data Label
803d3f10			HeapArray								Data Label
803d2658			jonwidth								Data Label
803d4d70			lg2_h								Data Label
803d4644			death_lock								Data Label
80120e68			D3DDIRTYFROMRENDERSTATE								Data Label
803d46cc			temp_xzmomset								Data Label
803d48f0			RockPanelRotZ								Data Label
803d44bc			plr_target_frame								Data Label
803d2a4c			WUMPAOBJSX								Data Label
80165bac			@79								Data Label
803d3e60			__MIXSoundMode								Data Label
803d2698			FIREBOSSSTART								Data Label
80128670			CMD_DRAGONFLY								Data Label
801249c8			CMD_SHARK								Data Label
801243e0			CMD_SCORPION								Data Label
803d3a20			@468								Data Label
803d3f1c			ArenaEnd								Data Label
803d3d04			NuRndrFogCol								Data Label
803d40c0			WaitingBits								Data Label
803d3e68			aramUserBase								Data Label
803d2c2c			WBTARGLIMY								Data Label
80302a9c			tmtx								Data Label
803d47b8			GS_FrameBufferCopydataptr								Data Label
803d2b1c			FIREBOSSBARZ								Data Label
80210a58			dynamicWaterTextureIds								Data Label
8016c6ec			m.513								Data Label
803d240c			cutang_CRASH								Data Label
803d5828			@14								Data Label
80347ee4			FreeEnemyGliderBulletList								Data Label
803d3ff4			ResetCount								Data Label
80325320			hubwarp_newpos								Data Label
803d2fe8			localframecount.156								Data Label
803d2ce0			NumZoffasFiring								Data Label
803d5604			@202								Data Label
803d48cc			EarthBossDeathEffect								Data Label
8013d2f0			SfxTabGLOBAL								Data Label
8011a348			D3DDIRTYFROMRENDERSTATE								Data Label
803d27ac			Pad								Data Label
803d4496			new_lev_flags								Data Label
80106088			D3DTEXTUREDIRECTENCODE								Data Label
803d2354			METALCRATEBOUNCESPEED								Data Label
803d244c			FONT3DYMUL								Data Label
803d2da8			WBSCALE								Data Label
803d4570			exkey								Data Label
803d47a4			mg_wumpa_init								Data Label
803d43c4			gempath_time								Data Label
80355f88			debris_chunk_control_stack								Data Label
803d2244			XDEVICE_TYPE_GAMEPAD_TABLE								Data Label
8016ab34			@463								Data Label
80144d64			NullNuVec								Data Label
8011f0c8			D3DDIRTYFROMRENDERSTATE								Data Label
80166034			@358								Data Label
803d30c4			currentlight3								Data Label
803d3188			dynamicWaterScale								Data Label
803d23d0			DRAWCREATURESHADOWS								Data Label
803d3c08			weather_attack_wait								Data Label
803d27bc			wumpa_scene2								Data Label
803d2be4			XAdj								Data Label
803d4d50			P3								Data Label
8012f828			BazookaAnim								Data Label
80165fbc			@356								Data Label
803d4240			t2								Data Label
803d58d8			one								Data Label
80166404			@95								Data Label
803d2d54			WeatherCamIntDistZ								Data Label
803d2ac4			PAUSEPANELX								Data Label
803d407e			displayOffsetV								Data Label
8010e230			D3DSIMPLERENDERSTATEENCODE								Data Label
80161ddc			REMAP_SEASHELLSHENANIGANS								Data Label
803d44dc			CREDITCOUNT								Data Label
8010550c			D3DDIRTYFROMTEXTURESTATE								Data Label
803d2384			CRATEBALLOONRADIUS								Data Label
803d579c			@111								Data Label
8011fbec			D3DSIMPLERENDERSTATEENCODE								Data Label
803d4514			debpt								Data Label
803d4e98			tiny								Data Label
803d2a2c			PANELBLIMPX								Data Label
803c82fc			ntalsysbuff								Data Label
803d2ffc			edpp_offset								Data Label
803d2558			i_tempwumpa								Data Label
803d2cdc			FarmFrame								Data Label
8012f720			DropShipAnim								Data Label
803d4378			pNuCam								Data Label
8012dd88			SalmonAnim								Data Label
803d47c4			MINVPSIZEX								Data Label
802145e8			g_rcScreenRect								Data Label
803d2798			pad_record								Data Label
803378e0			NewCurrentIntensity								Data Label
8010a7a4			D3DDIRTYFROMTEXTURESTATE								Data Label
803d23e8			TITLEFPS								Data Label
803d4a20			edpp_nextalloc								Data Label
803d4a38			NuWindDir2								Data Label
803d38a0			p.3								Data Label
803d47bc			MAXVPSIZEX								Data Label
8033dcdc			mg_player_actpos								Data Label
803d2c14			WBSeekTiltXTimeNonZero								Data Label
803d482c			Level_GliderCeiling								Data Label
803d1fec			CV_SCREEN_PARAMS								Data Label
803d4aec			haze_mtl								Data Label
803d2404			cutratefrig								Data Label
803d3304			GS_BgColour								Data Label
803d4630			gold_relics								Data Label
80161dd4			REMAP_SOLARBOWLER								Data Label
8031913c			vtog_oldpos								Data Label
80120ac0			D3DSIMPLERENDERSTATEENCODE								Data Label
803d1c8c			CV_MTL_COLOR								Data Label
803d20d8			beamLookat								Data Label
80140590			SfxTabTSUNAMI								Data Label
803d480c			Level_GliderSpeed								Data Label
803d22a0			CAMTOCRASH2								Data Label
803d2a98			force_panel_wumpa_update								Data Label
803d28d8			mg_player_tilt_scale								Data Label
80161e24			soundbanknames								Data Label
801606c8			fpointers								Data Label
803d45ac			temp_hub								Data Label
803d2594			InvincibilityCHEAT								Data Label
80111e64			D3DTEXTUREDIRECTENCODE								Data Label
803d4db8			one								Data Label
803d30d4			initialised								Data Label
8016cd84			pmtx								Data Label
803d2510			last_level								Data Label
803d40a4			CurrTvMode								Data Label
8016ab70			@466								Data Label
803d4410			mask_crates								Data Label
803d25a4			CYCLELANGUAGES								Data Label
8013d090			GyroMoveInfo								Data Label
803d2db4			jonroty								Data Label
8012f930			TentacleAnim								Data Label
80142c90			SfxTabGAMEOVER								Data Label
8012a98c			weather_dstpos								Data Label
8013cd08			tbtxt								Data Label
803d5680			@113								Data Label
80121930			D3DDIRTYFROMRENDERSTATE								Data Label
803d2ec8			WBTYPE2SCALETIME								Data Label
8012ec40			ReinforcedCrateAnim								Data Label
803d4dc0			tiny								Data Label
803d3fa0			currentDirectory								Data Label
803d29a4			carpet_character								Data Label
803d3308			GS_ZCompareMode								Data Label
80161ccc			REMAP_CORALCANYON								Data Label
8033dee8			mg_wumpamtx								Data Label
8016a354			GXEurgb60Hz240Ds								Data Label
8012d5a8			AkuAkuAnim								Data Label
803d438c			vtog_time								Data Label
8012e100			PenguinFAnim								Data Label
80319344			CutVortexAnim								Data Label
80122ff8			D3DDIRTYFROMRENDERSTATE								Data Label
801657f8			commserror								Data Label
803d3ec0			tplIcons.174								Data Label
80217774			SNstack								Data Label
803d3cac			WasLastOn.522								Data Label
803d3d1c			nta_sig_off								Data Label
80167978			@99								Data Label
803d4498			tumble_item_starttime								Data Label
803d2bbc			WBBULLETSPEED								Data Label
803d2970			SWEEPATTACKENDTIME								Data Label
8011c48c			D3DDIRTYFROMTEXTURESTATE								Data Label
80166b24			@797								Data Label
803d3c00			water_last_chute								Data Label
803d317c			dynamicWaterTurbulenceScale								Data Label
8034a668			GliderInvMtx								Data Label
803d4830			VehicleLevelImmune								Data Label
80120ca4			D3DDIRTYFROMTEXTURESTATE								Data Label
80144838			tCONNECTGBA								Data Label
8011c9a8			D3DTEXTUREDIRECTENCODE								Data Label
803d2af0			RUMBOSSBARY								Data Label
801619ac			__MIXAIVolumeTable								Data Label
80136c58			HData								Data Label
803d4714			HighCam								Data Label
803d43cc			gempath_pCAM								Data Label
801678a8			@71								Data Label
803d329c			GBAStatus								Data Label
80126654			CMD_BAT								Data Label
803d4158			__ARQRequestQueueLo								Data Label
803d2d88			ExtroStillToEndTime								Data Label
80169c58			@298								Data Label
801e1298			rndrmtx								Data Label
80143ec0			tDEATHTORNADOSPIN								Data Label
803d2778			lost_controller								Data Label
803d4580			font3d_dx								Data Label
80143ab8			tRESUME								Data Label
80144610			tNOCARD								Data Label
803d415c			__ARQRequestTailLo								Data Label
803d26ec			FIREWATERSOUNDTIME								Data Label
80165708			cbmsg								Data Label
8013d1e6			TubLinkGT								Data Label
8016a138			GXMpal480Int								Data Label
803d295c			just_continued								Data Label
803d2e60			FireFlyStartAngle								Data Label
803d32e4			DemoStatDisp								Data Label
803d4798			mg_rand								Data Label
803d3c60			FinalPosition.273								Data Label
80129a5c			CMD_PROBE								Data Label
803d5914			pio4								Data Label
803d24a8			tempanim_waitaudio								Data Label
8016d1a0			glass_inst								Data Label
803d34d4			mah								Data Label
803d2fb4			mydebbuffersize								Data Label
8013660c			Font3DTab								Data Label
803d43e0			temp_pCrate								Data Label
803d48bc			kj								Data Label
803d42c4			EXIInputFlag								Data Label
803d4af8			NuLightHazePolyus								Data Label
8012e718			ZoffaDingodileAnim								Data Label
801331a4			csd_intro1								Data Label
8010e720			D3DSIMPLERENDERSTATEENCODE								Data Label
803d3e80			MxFPS.17								Data Label
80144a78			ZoffaStartPoints								Data Label
803d5910			one								Data Label
803d336c			GS_EnableColorVertexFlag								Data Label
803d55f8			@94								Data Label
803d4a34			NuWindDir								Data Label
8012139c			D3DDIRTYFROMTEXTURESTATE								Data Label
803d319c			filebuffer								Data Label
80214ff0			__block_for_next_track								Data Label
801210b0			D3DDIRTYFROMRENDERSTATE								Data Label
803d4900			r1								Data Label
803d29b0			carpet_model								Data Label
803d2ce4			LastNumZoffasFiring								Data Label
803d2dc0			WBMOVESPEED								Data Label
8016a4f8			GXRmHW								Data Label
80119058			D3DSIMPLERENDERSTATEENCODE								Data Label
80143a28			tDEMO								Data Label
803d5918			pio4lo								Data Label
803d30d0			NuLgtSeed								Data Label
8013d254			DefaultMoveInfo								Data Label
8010e388			D3DDIRTYFROMRENDERSTATE								Data Label
80319228			CutAudio								Data Label
803d4198			__AXAuxADspWrite								Data Label
8012c0e8			grscale								Data Label
803d4348			DESTRUCTIBLECRATECOUNT								Data Label
80330ad0			EnemyJeep								Data Label
803d433e			temp_zrot								Data Label
803ccea8			XFLightPos								Data Label
80167880			@69								Data Label
80143a10			tNEWGAME								Data Label
803d23c8			glass_draw								Data Label
803d1f0c			CV_WORLDVIEWPROJ								Data Label
803d46e4			JeepFrame								Data Label
803d309c			num_wobbles								Data Label
803d33e0			tracknextchan								Data Label
80144be4			ZoffaFirePosB								Data Label
8031160c			CrateTypeData								Data Label
803d58b0			Lg4								Data Label
80143c98			tCANCEL								Data Label
801332d4			csd_intro2								Data Label
803d4150			__ARQRequestQueueHi								Data Label
8034a5fc			WeatherBossCamSpline								Data Label
8013c4b4			atlasbits								Data Label
8021acc8			HorVer								Data Label
80125040			CMD_CRAB								Data Label
803d4394			vtog_blend								Data Label
803d41a0			__AXAuxBDspWrite								Data Label
803d4244			__DSP_rude_task_pending								Data Label
8016ccc0			global_reflect								Data Label
8012cff0			CocoAnim_DROPSHIP								Data Label
803d38f4			@62								Data Label
8011e660			D3DTEXTUREDIRECTENCODE								Data Label
803d427c			CPGPLinked								Data Label
80302950			cutscenecammtx								Data Label
80143cf8			tSOUNDOPTIONS								Data Label
803d4a58			platinrange								Data Label
803d43ac			iTEMP								Data Label
8032cce8			edit_txt								Data Label
803d24d0			hub_vr_scale								Data Label
80165678			fsstop								Data Label
803d2bb8			FIXVELBUMPAMOUNT								Data Label
803d45b8			finish_frames								Data Label
803d3f60			HoldDown								Data Label
803d3268			Xloadscreen								Data Label
803d4bac			GS_VERTDESC								Data Label
803d33c8			ShadowBodge								Data Label
80120584			D3DDIRTYFROMTEXTURESTATE								Data Label
803d4238			t0								Data Label
803d4988			edanim_particle_mode								Data Label
803d44fc			superbuffer_end								Data Label
803d3f38			__OSLastInterruptTime								Data Label
8032d1f4			gempath_obj								Data Label
80126fc0			CMD_TINY								Data Label
803d2ea0			HAILTIMERANGE								Data Label
803d4d10			L1								Data Label
80143d70			tRELICSREQUIRED								Data Label
80214988			rmodeobj								Data Label
801443e8			tCONFIRMSAVE								Data Label
803d34d8			TVertices								Data Label
803d47ec			opptub_wait								Data Label
80167a08			...data.0								Data Label
803d2738			memcard_deleteneeded								Data Label
80233088			Packet								Data Label
803d2964			TERMINALVELOCITY								Data Label
80167018			@810								Data Label
803d2314			disable_clouds								Data Label
803433cc			PlayerGlider								Data Label
8021ab98			AlarmForBreak								Data Label
803d20ac			CV_LIGHTS_OFF								Data Label
80167858			...data.0								Data Label
803d3df0			dspReq								Data Label
803d44a8			tumble_hdg								Data Label
803d31a0			blkcnt								Data Label
80161da0			REMAP_CRUNCHTIME								Data Label
8011cc50			D3DDIRTYFROMRENDERSTATE								Data Label
803d4490			VEHICLETIME								Data Label
80123364			D3DDIRTYFROMTEXTURESTATE								Data Label
803d390c			@66								Data Label
801664c8			@111								Data Label
